show_id,viewer_id,episodes_started,episodes_completed,total_hours_watched,viewing_month,binge_watched
SH2016,V10470,4,3,1.6,2024-01,True
SH2018,V10470,6,2,1.7,2024-06,False
SH2011,V10470,8,5,2.4,2024-06,False
SH2046,V10470,12,9,4.6,2023-12,False
SH2001,V10470,16,7,3.0,2024-09,True
SH2025,V10470,16,8,6.4,2024-02,False
SH2044,V10471,5,3,2.4,2024-05,False
SH2042,V10471,27,18,5.6,2024-10,False
SH2059,V10471,2,1,0.7,2024-10,False
SH2006,V10471,2,1,0.8,2024-04,False
SH2019,V10471,1,0,0.0,2024-02,False
SH2048,V10471,26,17,7.5,2024-06,False
SH2037,V10471,5,4,1.8,2024-10,False
SH2007,V10471,47,34,18.3,2024-08,False
SH2045,V10471,41,12,9.6,2024-07,True
SH2011,V10471,3,1,0.8,2024-05,False
SH2032,V10471,12,4,2.5,2024-09,False
SH2018,V10471,8,4,1.8,2024-07,False
SH2033,V10472,5,2,1.7,2024-02,False
SH2007,V10472,40,29,12.4,2024-08,True
SH2050,V10472,33,26,22.5,2024-03,False
SH2057,V10472,8,6,2.1,2024-08,True
SH2046,V10472,23,15,8.4,2024-04,False
SH2032,V10472,24,9,2.9,2024-09,False
SH2043,V10472,6,2,1.3,2024-01,False
SH2045,V10472,33,28,13.3,2024-05,True
SH2017,V10472,18,17,13.6,2024-04,False
SH2029,V10472,14,8,6.1,2024-03,False
SH2014,V10472,32,30,25.4,2024-03,True
SH2028,V10472,26,17,14.1,2024-05,False
SH2009,V10473,4,2,1.7,2023-12,False
SH2045,V10473,7,5,4.3,2024-05,True
SH2003,V10473,1,0,0.0,2023-12,False
SH2017,V10473,28,20,7.0,2023-12,False
SH2042,V10473,30,23,8.1,2024-02,False
SH2024,V10473,16,10,5.8,2024-09,False
SH2000,V10473,49,35,20.6,2024-06,True
SH2027,V10473,4,2,1.3,2024-08,False
SH2018,V10473,8,7,2.3,2024-01,False
SH2011,V10473,5,4,1.4,2023-11,False
SH2052,V10473,9,8,6.2,2024-01,False
SH2041,V10473,18,15,8.2,2024-07,True
SH2036,V10473,1,0,0.0,2024-05,False
SH2033,V10473,3,2,0.9,2024-02,False
SH2043,V10473,7,6,4.1,2024-02,False
SH2045,V10474,30,18,7.9,2024-02,True
SH2039,V10474,5,4,3.0,2024-03,False
SH2057,V10474,5,3,2.1,2023-12,False
SH2051,V10474,29,21,14.3,2024-01,True
SH2004,V10474,22,11,7.3,2024-01,False
SH2055,V10475,23,15,8.2,2024-08,False
SH2058,V10475,17,13,8.1,2023-11,True
SH2019,V10475,4,1,0.3,2024-02,False
SH2031,V10475,18,15,13.2,2024-10,False
SH2026,V10475,6,3,1.3,2024-05,False
SH2021,V10475,17,15,8.3,2024-07,True
SH2030,V10475,5,2,1.2,2024-04,False
SH2032,V10475,38,17,12.4,2024-10,False
SH2036,V10475,2,0,0.0,2023-11,False
SH2000,V10475,22,18,14.2,2024-02,False
SH2053,V10476,24,22,12.2,2024-05,True
SH2032,V10476,1,0,0.0,2023-12,False
SH2000,V10476,14,9,5.1,2024-05,False
SH2044,V10476,7,2,0.6,2024-03,False
SH2007,V10476,19,15,11.2,2024-07,False
SH2038,V10476,6,2,0.9,2024-04,False
SH2012,V10476,23,20,12.1,2024-10,True
SH2015,V10477,4,3,1.8,2023-11,True
SH2056,V10477,42,34,14.0,2024-02,True
SH2019,V10477,1,0,0.0,2024-07,False
SH2031,V10477,18,13,9.6,2023-11,True
SH2053,V10477,29,16,11.0,2024-09,False
SH2012,V10477,4,3,2.4,2024-02,True
SH2032,V10477,10,9,7.1,2024-08,False
SH2045,V10477,6,4,3.5,2024-04,False
SH2057,V10477,3,1,0.8,2023-11,False
SH2042,V10478,8,5,1.5,2023-12,True
SH2054,V10478,3,2,0.7,2023-12,False
SH2025,V10478,3,2,1.6,2023-11,False
SH2043,V10478,15,11,7.4,2024-05,True
SH2052,V10478,15,10,5.5,2024-10,True
SH2024,V10478,46,29,14.5,2024-09,True
SH2009,V10478,5,4,3.4,2024-05,False
SH2036,V10478,2,1,0.9,2024-01,False
SH2030,V10478,3,2,1.2,2023-12,False
SH2015,V10478,7,6,4.1,2023-11,False
SH2053,V10478,9,8,5.4,2023-11,False
SH2050,V10478,28,25,19.7,2024-04,True
SH2037,V10478,8,6,3.4,2024-09,False
SH2041,V10478,18,7,2.2,2023-11,False
SH2029,V10479,14,10,7.4,2024-05,False
SH2010,V10479,20,10,3.0,2023-12,False
SH2019,V10479,3,2,1.6,2024-09,False
SH2026,V10479,22,20,16.4,2024-02,False
SH2002,V10479,2,1,0.6,2023-12,False
SH2014,V10479,44,41,23.5,2024-06,False
SH2034,V10479,3,1,0.6,2024-05,False
SH2059,V10479,4,3,1.0,2024-05,False
SH2007,V10479,26,10,4.2,2024-10,False
SH2020,V10480,5,1,0.4,2024-09,False
SH2004,V10480,55,46,26.9,2024-04,False
SH2003,V10480,4,3,1.7,2024-07,False
SH2040,V10480,4,3,1.2,2024-10,False
SH2052,V10480,11,8,3.2,2023-11,True
SH2005,V10480,5,2,1.2,2024-01,False
SH2045,V10480,20,13,11.6,2024-09,False
SH2051,V10480,18,14,6.2,2024-09,True
SH2038,V10480,8,7,5.4,2024-06,False
SH2049,V10480,18,9,8.0,2023-12,False
SH2027,V10480,3,1,0.3,2024-06,False
SH2029,V10481,11,10,8.6,2024-07,True
SH2003,V10481,4,1,0.5,2023-12,False
SH2057,V10481,4,2,1.3,2024-09,False
SH2019,V10481,4,1,0.8,2024-02,False
SH2024,V10481,42,26,11.9,2024-03,True
SH2006,V10481,4,2,0.8,2023-12,False
SH2027,V10482,4,3,2.3,2024-09,True
SH2059,V10482,3,2,1.8,2024-08,False
SH2006,V10482,5,4,3.3,2024-03,True
SH2028,V10482,34,31,20.3,2024-08,True
SH2040,V10482,27,14,9.2,2024-03,True
SH2045,V10482,33,24,7.8,2023-12,True
SH2005,V10482,7,4,2.1,2024-04,False
SH2042,V10483,11,6,4.8,2024-07,False
SH2008,V10483,8,6,2.5,2024-08,True
SH2013,V10483,2,1,0.7,2023-11,False
SH2002,V10483,16,7,6.0,2024-01,False
SH2010,V10483,1,0,0.0,2023-12,False
SH2046,V10483,12,11,8.6,2024-02,False
SH2004,V10483,39,18,11.1,2024-04,True
SH2031,V10483,1,0,0.0,2023-12,False
SH2025,V10483,30,25,13.9,2024-05,True
SH2053,V10483,35,28,14.4,2023-11,False
SH2023,V10484,9,5,1.6,2023-11,True
SH2004,V10484,49,36,13.6,2023-12,False
SH2013,V10484,8,5,4.1,2024-10,False
SH2017,V10484,20,12,9.0,2024-09,True
SH2050,V10484,34,31,26.9,2024-06,True
SH2033,V10484,6,5,2.2,2024-10,False
SH2034,V10485,6,4,2.0,2024-07,True
SH2024,V10485,35,19,8.5,2024-01,False
SH2023,V10485,5,3,2.1,2024-05,False
SH2050,V10485,26,17,15.3,2023-11,True
SH2004,V10486,9,6,2.4,2024-05,False
SH2056,V10486,6,2,1.1,2024-02,False
SH2002,V10486,33,20,16.9,2024-01,True
SH2050,V10486,39,31,21.5,2024-02,True
SH2008,V10486,10,7,3.7,2024-04,False
SH2037,V10486,35,31,23.0,2024-01,False
SH2040,V10486,27,14,11.3,2023-12,True
SH2055,V10487,62,42,36.3,2023-11,True
SH2047,V10487,2,1,0.4,2024-07,False
SH2053,V10487,17,11,5.0,2024-10,False
SH2017,V10487,30,23,14.6,2024-03,True
SH2032,V10487,14,12,8.9,2024-02,False
SH2057,V10487,12,9,5.3,2024-09,False
SH2013,V10487,9,7,3.9,2024-06,False
SH2008,V10487,7,2,0.8,2024-09,False
SH2019,V10487,3,2,0.8,2023-12,False
SH2003,V10487,3,2,1.6,2024-04,False
SH2030,V10487,10,3,2.2,2024-03,True
SH2023,V10488,21,12,7.3,2024-02,False
SH2011,V10488,3,2,0.7,2024-03,False
SH2024,V10488,45,22,17.8,2024-05,False
SH2029,V10488,12,11,5.7,2024-02,True
SH2005,V10488,10,2,1.1,2024-09,False
SH2032,V10488,28,9,3.8,2024-10,False
SH2021,V10488,9,2,1.0,2024-04,False
SH2049,V10488,33,20,7.4,2024-07,False
SH2040,V10488,15,11,8.5,2024-01,False
SH2034,V10488,7,4,3.4,2024-04,False
SH2050,V10488,9,4,3.1,2024-03,True
SH2031,V10488,3,2,1.4,2024-02,False
SH2014,V10488,10,8,5.3,2024-01,False
SH2018,V10488,8,5,2.9,2024-10,False
SH2014,V10489,30,19,14.5,2024-10,True
SH2051,V10489,8,4,2.1,2024-09,False
SH2052,V10489,13,8,5.0,2024-02,True
SH2020,V10489,5,3,2.0,2024-02,False
SH2007,V10489,44,40,21.3,2024-04,True
SH2013,V10489,5,1,0.9,2024-09,False
SH2048,V10489,13,9,5.4,2024-01,False
SH2037,V10489,38,29,16.6,2024-10,False
SH2015,V10489,1,0,0.0,2024-05,False
SH2059,V10489,1,0,0.0,2024-10,False
SH2038,V10489,3,2,1.0,2024-01,False
SH2056,V10489,30,25,18.3,2024-01,True
SH2012,V10489,17,4,2.8,2024-04,False
SH2026,V10490,10,5,1.7,2024-05,False
SH2036,V10490,4,2,1.6,2024-07,False
SH2048,V10490,20,15,7.6,2023-11,False
SH2053,V10490,27,19,10.3,2024-08,False
SH2013,V10490,7,6,5.0,2024-04,False
SH2056,V10490,24,14,7.4,2024-01,True
SH2022,V10490,9,6,4.0,2024-03,False
SH2019,V10490,4,2,1.5,2024-04,False
SH2050,V10490,34,21,15.8,2024-03,True
SH2001,V10490,7,5,2.5,2024-10,True
SH2026,V10491,2,1,0.6,2023-11,False
SH2031,V10491,18,13,6.3,2024-10,False
SH2000,V10491,35,23,10.2,2024-05,True
SH2049,V10491,31,15,11.2,2024-10,False
SH2015,V10491,6,4,1.6,2023-12,True
SH2054,V10491,7,5,2.2,2024-02,False
SH2057,V10491,6,3,2.4,2024-08,True
SH2023,V10491,21,16,13.8,2024-07,True
SH2040,V10491,9,6,3.6,2024-10,False
SH2052,V10491,10,7,3.0,2024-05,False
SH2037,V10492,19,7,4.1,2023-11,False
SH2004,V10492,49,35,16.6,2024-07,False
SH2052,V10492,1,0,0.0,2024-06,False
SH2009,V10492,2,1,0.5,2024-03,False
SH2022,V10492,7,5,2.2,2024-03,True
SH2007,V10492,31,23,17.5,2024-06,True
SH2043,V10492,7,3,2.3,2024-07,True
SH2039,V10492,3,2,1.5,2024-08,False
SH2024,V10492,20,18,11.8,2024-08,False
SH2031,V10492,13,11,8.6,2024-03,False
SH2034,V10493,10,8,3.3,2024-01,True
SH2015,V10493,5,2,0.9,2023-11,False
SH2042,V10493,25,24,8.7,2024-10,False
SH2000,V10493,12,8,3.8,2023-11,False
SH2016,V10494,3,2,0.7,2023-12,False
SH2004,V10494,33,20,17.3,2024-08,False
SH2033,V10494,2,0,0.0,2024-08,False
SH2045,V10494,11,9,6.8,2024-09,False
SH2023,V10494,19,15,8.7,2023-11,True
SH2002,V10495,7,6,2.6,2024-09,False
SH2045,V10495,7,3,1.1,2024-08,False
SH2043,V10495,12,5,3.4,2024-08,True
SH2059,V10495,6,5,2.4,2024-05,False
SH2041,V10495,16,13,9.2,2024-03,True
SH2005,V10495,5,4,3.4,2023-11,True
SH2023,V10495,16,12,5.5,2023-11,False
SH2046,V10495,25,15,8.4,2024-04,True
SH2044,V10495,4,3,2.6,2024-04,False
SH2050,V10495,17,12,9.0,2024-01,False
SH2027,V10495,3,1,0.8,2024-05,False
SH2012,V10495,1,0,0.0,2024-10,False
SH2010,V10495,17,13,10.7,2023-11,False
SH2007,V10495,29,17,14.2,2024-04,False
SH2037,V10495,53,21,10.1,2024-09,False
SH2043,V10496,20,14,7.4,2024-02,True
SH2005,V10496,1,0,0.0,2024-06,False
SH2017,V10496,6,4,3.1,2024-09,True
SH2027,V10496,4,2,1.5,2024-10,False
SH2031,V10496,19,12,5.3,2024-03,False
SH2006,V10496,1,0,0.0,2024-07,False
SH2015,V10497,6,3,2.0,2024-06,True
SH2000,V10497,11,4,2.7,2024-05,True
SH2051,V10497,39,36,11.7,2023-11,True
SH2001,V10497,22,20,8.1,2024-05,True
SH2024,V10497,35,25,12.0,2024-08,True
SH2010,V10497,16,11,7.1,2024-02,False
SH2058,V10497,6,5,2.5,2024-03,True
SH2004,V10497,55,30,14.3,2024-06,False
SH2000,V10498,43,34,12.0,2024-03,True
SH2009,V10498,14,10,6.7,2024-05,True
SH2015,V10498,1,0,0.0,2024-08,False
SH2030,V10498,5,2,1.8,2024-06,False
SH2024,V10499,11,7,4.8,2024-02,True
SH2018,V10499,6,4,2.3,2024-08,False
SH2008,V10499,8,3,1.9,2023-12,False
SH2039,V10499,8,5,2.0,2023-11,False
SH2011,V10500,9,8,3.4,2024-02,True
SH2001,V10500,4,3,1.1,2023-12,True
SH2027,V10500,1,0,0.0,2024-04,False
SH2058,V10500,2,1,0.5,2024-03,False
SH2028,V10500,23,18,13.4,2024-08,True
SH2024,V10501,21,13,7.5,2024-10,False
SH2000,V10501,37,33,20.0,2024-05,False
SH2017,V10501,23,12,5.7,2024-01,False
SH2047,V10501,4,1,0.3,2024-07,False
SH2029,V10501,3,2,1.0,2024-09,False
SH2056,V10501,8,6,1.9,2024-07,True
SH2042,V10501,23,20,11.3,2024-04,False
SH2033,V10501,7,4,3.0,2024-05,True
SH2059,V10501,3,1,0.5,2024-07,False
SH2048,V10501,41,28,18.4,2024-08,False
SH2053,V10501,41,28,13.7,2024-07,True
SH2036,V10501,3,1,0.6,2024-10,False
SH2044,V10502,5,4,1.5,2024-06,False
SH2052,V10502,10,7,6.2,2024-04,True
SH2004,V10502,36,20,17.8,2024-01,True
SH2008,V10502,7,5,1.5,2024-02,True
SH2048,V10502,46,23,20.7,2024-07,False
SH2012,V10503,14,9,5.7,2024-01,False
SH2003,V10503,1,0,0.0,2024-10,False
SH2000,V10503,66,40,27.7,2024-03,False
SH2052,V10503,15,8,7.2,2024-07,False
SH2048,V10503,52,44,27.6,2024-05,True
SH2005,V10503,8,6,3.5,2024-09,True
SH2009,V10503,15,10,5.2,2024-04,True
SH2040,V10503,4,3,1.6,2024-02,False
SH2020,V10504,37,33,20.8,2024-05,False
SH2016,V10504,3,1,0.8,2023-11,False
SH2037,V10504,52,35,27.0,2024-07,True
SH2011,V10504,4,3,1.4,2024-10,False
SH2004,V10504,28,11,7.7,2024-02,True
SH2031,V10504,21,9,8.0,2024-05,False
SH2028,V10504,11,9,4.9,2023-12,True
SH2027,V10505,2,0,0.0,2024-01,False
SH2005,V10505,5,2,1.2,2024-01,False
SH2026,V10505,30,26,20.8,2024-03,False
SH2046,V10505,16,13,7.4,2023-12,True
SH2050,V10505,15,7,4.5,2024-09,False
SH2039,V10505,1,0,0.0,2024-06,False
SH2057,V10505,2,1,0.8,2024-08,False
SH2052,V10505,4,2,1.8,2024-03,False
SH2013,V10505,5,2,1.2,2024-07,False
SH2028,V10505,24,15,12.2,2024-07,True
SH2057,V10506,8,6,2.3,2024-01,True
SH2017,V10506,8,4,2.7,2024-04,True
SH2053,V10506,45,32,27.5,2024-05,True
SH2024,V10506,17,15,10.5,2024-01,False
SH2039,V10506,7,5,2.1,2024-10,True
SH2014,V10506,18,14,9.4,2024-05,False
SH2053,V10507,33,27,14.0,2024-03,False
SH2054,V10507,5,3,1.8,2024-08,False
SH2023,V10507,13,11,4.3,2024-06,False
SH2038,V10507,4,3,1.5,2024-04,False
SH2018,V10507,3,1,0.4,2023-12,False
SH2005,V10507,3,2,0.8,2024-07,False
SH2007,V10507,48,39,25.0,2024-04,False
SH2010,V10507,10,8,4.1,2024-09,False
SH2048,V10507,51,40,23.9,2023-12,True
SH2016,V10507,3,2,0.9,2024-04,False
SH2033,V10507,4,3,1.8,2024-01,False
SH2008,V10507,8,4,3.4,2024-09,False
SH2028,V10507,28,12,8.8,2024-01,True
SH2000,V10507,10,7,6.1,2023-11,True
SH2047,V10508,4,3,2.4,2024-04,False
SH2059,V10508,4,2,1.0,2024-07,False
SH2024,V10508,29,23,14.3,2024-04,True
SH2029,V10508,9,6,3.5,2023-12,False
SH2050,V10508,38,25,8.0,2024-05,False
SH2012,V10508,24,19,12.6,2023-11,False
SH2004,V10508,41,31,16.3,2024-04,False
SH2032,V10508,2,0,0.0,2024-07,False
SH2016,V10508,2,0,0.0,2024-06,False
SH2007,V10508,21,17,8.3,2024-01,False
SH2002,V10508,27,25,8.2,2024-05,False
SH2051,V10508,54,16,7.9,2024-08,True
SH2040,V10509,34,27,17.9,2024-05,True
SH2055,V10509,34,27,11.5,2024-01,True
SH2036,V10509,3,1,0.5,2024-05,False
SH2027,V10509,2,0,0.0,2024-02,False
SH2001,V10509,27,21,13.7,2024-02,False
SH2045,V10509,46,29,20.1,2024-06,True
SH2013,V10509,3,1,0.7,2024-01,False
SH2005,V10509,3,2,1.2,2023-12,False
SH2001,V10510,36,30,13.5,2024-10,True
SH2022,V10510,9,5,3.1,2024-07,False
SH2037,V10510,26,18,12.7,2024-01,False
SH2004,V10510,17,13,8.7,2024-01,False
SH2021,V10510,12,5,1.9,2024-01,False
SH2017,V10510,8,5,4.0,2023-12,False
SH2051,V10510,31,28,18.0,2024-08,False
SH2008,V10510,9,6,3.7,2024-03,False
SH2059,V10510,6,3,1.2,2024-02,True
SH2006,V10510,3,2,1.2,2024-02,False
SH2045,V10510,6,4,2.2,2024-08,False
SH2009,V10510,14,12,8.5,2024-08,True
SH2029,V10510,13,10,4.8,2024-09,True
SH2007,V10511,42,24,10.2,2024-03,False
SH2056,V10511,27,16,5.6,2024-08,False
SH2008,V10511,1,0,0.0,2024-03,False
SH2055,V10511,16,9,4.6,2024-10,False
SH2029,V10511,1,0,0.0,2023-11,False
SH2018,V10511,3,1,0.9,2024-02,False
SH2026,V10511,19,12,7.3,2024-07,False
SH2054,V10511,7,6,1.9,2023-11,False
SH2011,V10511,1,0,0.0,2024-10,False
SH2022,V10511,3,1,0.3,2024-03,False
SH2021,V10511,19,13,10.4,2024-01,False
SH2020,V10512,20,9,2.8,2024-01,True
SH2002,V10512,34,30,24.9,2024-05,False
SH2047,V10512,2,0,0.0,2024-07,False
SH2011,V10513,5,3,2.5,2024-10,True
SH2025,V10513,21,11,9.0,2024-02,True
SH2046,V10513,24,22,9.6,2024-03,False
SH2044,V10513,7,3,2.3,2024-06,True
SH2042,V10513,18,12,6.1,2024-03,True
SH2028,V10514,20,18,7.9,2024-01,False
SH2056,V10514,37,31,25.1,2024-10,False
SH2048,V10514,29,25,21.7,2024-05,False
SH2055,V10514,39,22,18.9,2023-12,False
SH2014,V10514,42,24,21.1,2024-01,True
SH2036,V10515,4,3,1.3,2024-07,False
SH2042,V10515,21,14,10.5,2024-07,False
SH2020,V10515,37,32,20.1,2024-03,True
SH2055,V10515,41,26,9.2,2024-01,False
SH2005,V10515,9,7,6.2,2024-01,False
SH2054,V10515,8,5,2.3,2023-11,False
SH2051,V10516,26,15,5.2,2024-09,False
SH2005,V10516,6,4,3.2,2024-06,False
SH2050,V10516,32,31,19.5,2024-05,True
SH2000,V10516,35,16,4.9,2024-09,True
SH2034,V10516,3,2,0.9,2024-06,False
SH2055,V10516,7,2,1.6,2024-08,False
SH2028,V10517,38,34,24.4,2024-04,False
SH2013,V10517,5,4,3.0,2024-10,False
SH2045,V10517,30,16,13.6,2024-08,False
SH2044,V10517,6,4,2.6,2023-11,True
SH2017,V10517,21,15,10.1,2024-10,False
SH2004,V10517,55,25,20.7,2023-12,True
SH2029,V10517,13,5,2.1,2024-08,True
SH2051,V10518,11,9,5.3,2024-08,False
SH2034,V10518,1,0,0.0,2024-05,False
SH2020,V10518,49,30,18.5,2024-10,True
SH2001,V10518,35,28,24.9,2024-04,False
SH2045,V10518,14,10,7.4,2024-09,True
SH2055,V10518,66,57,36.9,2024-10,True
SH2042,V10518,16,7,3.3,2024-05,False
SH2024,V10518,39,21,17.7,2024-09,False
SH2017,V10519,12,7,4.2,2023-11,True
SH2007,V10519,9,6,5.4,2024-05,False
SH2029,V10519,9,4,2.6,2024-08,False
SH2033,V10519,6,3,2.7,2024-08,False
SH2006,V10519,1,0,0.0,2024-10,False
SH2006,V10520,1,0,0.0,2024-01,False
SH2017,V10520,16,6,1.9,2024-04,False
SH2034,V10520,11,6,3.8,2024-10,True
SH2032,V10520,15,14,12.2,2024-01,False
SH2005,V10520,4,3,2.2,2024-01,False
SH2015,V10520,7,5,2.2,2024-04,False
SH2052,V10520,1,0,0.0,2024-10,False
SH2010,V10520,36,19,12.0,2024-08,True
SH2036,V10520,2,1,0.4,2024-05,False
SH2031,V10520,3,2,1.1,2023-11,False
SH2040,V10520,25,20,8.4,2024-08,True
SH2028,V10521,44,38,21.2,2024-10,True
SH2012,V10521,6,5,2.7,2023-11,True
SH2014,V10521,17,11,8.3,2024-04,False
SH2055,V10521,39,20,14.3,2024-05,False
SH2059,V10521,2,1,0.3,2024-06,False
SH2020,V10521,5,3,1.4,2024-10,False
SH2033,V10522,3,2,0.9,2024-09,False
SH2003,V10522,2,1,0.4,2024-06,False
SH2028,V10522,22,14,5.6,2023-12,True
SH2057,V10522,6,3,2.1,2024-09,False
SH2019,V10523,3,1,0.8,2024-02,False
SH2001,V10523,21,18,14.3,2024-10,True
SH2022,V10523,9,4,1.5,2024-10,False
SH2043,V10524,3,1,0.3,2024-10,False
SH2052,V10524,5,2,1.1,2024-09,False
SH2009,V10524,12,7,5.8,2023-12,False
SH2018,V10524,7,6,3.1,2024-02,False
SH2057,V10524,2,1,0.7,2023-12,False
SH2042,V10524,8,6,5.2,2023-11,False
SH2040,V10525,29,24,7.3,2024-04,True
SH2010,V10525,2,1,0.4,2024-07,False
SH2009,V10525,8,7,2.9,2024-04,True
SH2052,V10526,14,10,3.2,2024-04,True
SH2004,V10526,9,6,4.7,2024-03,False
SH2030,V10526,4,3,1.7,2024-09,False
SH2054,V10526,5,3,2.3,2024-05,False
SH2028,V10526,48,33,15.7,2024-01,False
SH2047,V10526,2,1,0.3,2024-05,False
SH2016,V10527,2,1,0.8,2024-02,False
SH2000,V10527,33,24,20.3,2023-12,True
SH2029,V10527,10,8,4.9,2024-02,True
SH2007,V10527,25,13,5.7,2024-10,True
SH2058,V10528,9,5,3.7,2024-04,False
SH2040,V10528,10,8,6.2,2024-02,False
SH2001,V10528,32,22,16.9,2024-05,False
SH2026,V10528,7,6,2.7,2024-05,False
SH2044,V10528,6,5,2.0,2024-08,True
SH2012,V10528,17,12,9.3,2024-06,False
SH2007,V10528,12,9,3.6,2024-05,False
SH2037,V10528,52,36,23.5,2024-10,False
SH2036,V10528,3,1,0.3,2024-10,False
SH2018,V10528,2,1,0.9,2024-05,False
SH2027,V10528,3,2,1.1,2024-02,False
SH2005,V10528,7,6,2.7,2024-01,False
SH2041,V10528,23,15,12.0,2024-08,False
SH2015,V10528,1,0,0.0,2024-03,False
SH2014,V10529,30,24,8.6,2024-01,True
SH2000,V10529,51,43,28.4,2024-04,False
SH2007,V10529,45,33,14.9,2023-12,False
SH2037,V10529,47,39,16.6,2024-09,False
SH2009,V10529,3,2,1.5,2024-03,False
SH2024,V10529,18,12,4.0,2024-08,True
SH2006,V10529,6,4,1.2,2023-12,True
SH2023,V10529,6,5,4.0,2024-04,False
SH2036,V10529,4,2,1.3,2024-04,False
SH2025,V10530,44,42,21.4,2024-07,True
SH2048,V10530,30,25,13.4,2023-11,False
SH2004,V10530,4,2,1.1,2024-06,False
SH2015,V10530,7,5,2.4,2024-09,True
SH2026,V10530,13,6,3.3,2024-08,True
SH2037,V10530,26,12,6.3,2024-10,True
SH2036,V10530,2,1,0.8,2024-04,False
SH2017,V10531,2,1,0.6,2024-04,False
SH2010,V10531,39,16,6.5,2023-12,True
SH2050,V10531,26,19,8.6,2023-12,False
SH2032,V10531,1,0,0.0,2024-06,False
SH2055,V10531,16,12,5.8,2024-06,False
SH2048,V10532,40,37,11.5,2024-10,False
SH2045,V10532,19,7,3.5,2023-11,False
SH2019,V10532,2,1,0.8,2024-02,False
SH2040,V10532,41,34,21.8,2024-05,True
SH2010,V10533,26,19,10.2,2023-11,False
SH2050,V10533,24,15,5.8,2024-08,True
SH2055,V10533,3,1,0.8,2024-06,False
SH2026,V10533,17,10,4.4,2024-08,True
SH2032,V10533,27,21,12.7,2024-08,False
SH2050,V10534,15,12,9.9,2023-12,False
SH2044,V10534,1,0,0.0,2024-07,False
SH2045,V10534,25,14,4.4,2024-04,False
SH2022,V10534,1,0,0.0,2024-09,False
SH2030,V10534,6,3,1.4,2024-02,False
SH2042,V10534,25,24,17.1,2023-12,False
SH2027,V10535,4,2,1.2,2023-11,False
SH2001,V10535,14,10,3.1,2024-02,False
SH2032,V10535,25,21,17.7,2024-02,False
SH2022,V10535,2,1,0.8,2024-08,False
SH2029,V10535,7,4,1.8,2024-07,False
SH2014,V10535,23,13,8.6,2024-09,True
SH2026,V10535,28,15,12.7,2024-03,False
SH2004,V10535,52,36,18.7,2024-09,False
SH2044,V10535,1,0,0.0,2024-07,False
SH2019,V10535,4,2,1.0,2024-01,False
SH2057,V10536,6,4,2.0,2024-07,False
SH2037,V10536,50,39,21.2,2024-06,False
SH2028,V10536,49,41,19.6,2023-12,True
SH2003,V10536,5,3,1.8,2024-04,False
SH2005,V10537,8,4,1.9,2023-11,False
SH2046,V10537,20,18,7.1,2024-01,False
SH2003,V10537,1,0,0.0,2024-01,False
SH2030,V10537,6,4,1.9,2024-10,False
SH2036,V10537,2,1,0.8,2023-11,False
SH2011,V10537,9,7,3.2,2024-07,False
SH2001,V10537,11,5,2.6,2024-01,False
SH2044,V10538,3,1,0.4,2023-12,False
SH2022,V10538,6,5,2.5,2024-07,False
SH2000,V10538,1,0,0.0,2024-07,False
SH2004,V10538,31,14,10.1,2024-06,True
SH2002,V10538,17,12,5.1,2024-02,False
SH2032,V10538,33,28,13.1,2024-09,True
SH2012,V10539,16,8,3.9,2023-11,False
SH2056,V10539,13,8,4.0,2023-12,True
SH2026,V10539,27,19,12.5,2024-07,False
SH2023,V10539,8,5,2.1,2024-09,True
SH2002,V10539,31,23,15.8,2023-11,True
SH2000,V10539,31,22,17.4,2024-02,True
SH2053,V10539,32,29,11.8,2024-04,False
SH2038,V10539,1,0,0.0,2024-04,False
SH2054,V10539,5,4,1.5,2024-07,False
SH2043,V10539,19,14,12.5,2024-08,True
SH2033,V10539,3,2,0.7,2024-10,False
SH2022,V10539,9,6,3.4,2023-12,False
SH2018,V10540,3,2,1.5,2024-02,False
SH2044,V10540,5,4,1.3,2024-07,True
SH2016,V10540,2,1,0.5,2024-01,False
SH2025,V10540,1,0,0.0,2024-04,False
SH2059,V10540,3,2,1.5,2024-05,False
SH2007,V10540,8,5,2.1,2024-06,False
SH2032,V10540,9,4,1.4,2024-02,True
SH2009,V10540,2,1,0.6,2023-12,False
SH2049,V10540,13,11,5.0,2023-11,True
SH2041,V10540,16,12,6.8,2024-02,True
SH2031,V10540,16,13,7.5,2023-12,False
SH2039,V10540,7,6,2.5,2024-04,False
SH2043,V10540,3,2,1.1,2024-08,False
SH2042,V10540,26,18,11.7,2024-01,True
SH2022,V10541,1,0,0.0,2024-06,False
SH2050,V10541,24,22,18.1,2023-12,False
SH2014,V10541,20,17,7.9,2024-07,False
SH2028,V10541,21,13,7.3,2023-12,True
SH2034,V10541,7,6,2.2,2024-03,True
SH2040,V10541,20,14,7.5,2024-06,False
SH2056,V10541,25,17,9.1,2024-10,False
SH2006,V10541,3,2,1.4,2024-04,False
SH2038,V10541,1,0,0.0,2023-11,False
SH2058,V10541,24,19,11.8,2024-03,False
SH2024,V10541,20,8,2.9,2024-09,False
SH2012,V10541,9,8,6.6,2024-05,True
SH2015,V10542,6,5,1.8,2024-03,False
SH2018,V10542,2,1,0.7,2023-11,False
SH2028,V10542,49,40,19.8,2024-08,True
