viewer_id,subscription_start,subscription_status,months_subscribed,churned_after_show,age_group
V11280,2022-10-02,Paused,24,,45-54
V11281,2023-10-02,Active,12,,25-34
V11282,2024-09-01,Active,1,,35-44
V11283,2024-09-01,Cancelled,1,SH2058,18-24
V11284,2024-09-01,Active,1,,35-44
V11285,2024-04-04,Active,6,,25-34
V11286,2024-09-01,Active,1,,25-34
V11287,2024-09-01,Paused,1,,35-44
V11288,2023-10-02,Active,12,,25-34
V11289,2024-07-03,Active,3,,25-34
V11290,2023-10-02,Active,12,,35-44
V11291,2024-04-04,Cancelled,6,SH2056,18-24
V11292,2023-10-02,Cancelled,12,,25-34
V11293,2021-10-02,Active,36,,25-34
V11294,2023-10-02,Active,12,,35-44
V11295,2024-09-01,Active,1,,45-54
V11296,2024-07-03,Active,3,,25-34
V11297,2024-04-04,Active,6,,25-34
V11298,2021-10-02,Cancelled,36,,35-44
V11299,2023-10-02,Active,12,,35-44
V11300,2024-09-01,Active,1,,45-54
V11301,2021-10-02,Active,36,,35-44
V11302,2024-04-04,Active,6,,18-24
V11303,2024-04-04,Active,6,,25-34
V11304,2023-10-02,Active,12,,35-44
V11305,2022-10-02,Active,24,,25-34
V11306,2023-10-02,Active,12,,25-34
V11307,2024-07-03,Active,3,,45-54
V11308,2024-07-03,Active,3,,18-24
V11309,2023-10-02,Active,12,,35-44
V11310,2024-04-04,Active,6,,35-44
V11311,2024-09-01,Active,1,,25-34
V11312,2022-10-02,Active,24,,35-44
V11313,2024-07-03,Active,3,,25-34
V11314,2022-10-02,Active,24,,18-24
V11315,2024-07-03,Active,3,,18-24
V11316,2024-04-04,Active,6,,18-24
V11317,2023-10-02,Active,12,,18-24
V11318,2024-07-03,Active,3,,25-34
V11319,2024-04-04,Active,6,,35-44
V11320,2024-07-03,Active,3,,45-54
V11321,2023-10-02,Active,12,,25-34
V11322,2024-07-03,Active,3,,25-34
V11323,2023-10-02,Active,12,,25-34
V11324,2024-04-04,Active,6,,18-24
V11325,2022-10-02,Active,24,,35-44
V11326,2023-10-02,Active,12,,35-44
V11327,2024-09-01,Active,1,,35-44
V11328,2024-04-04,Cancelled,6,SH2016,25-34
V11329,2024-09-01,Active,1,,45-54
V11330,2024-04-04,Active,6,,35-44
V11331,2023-10-02,Cancelled,12,,55+
V11332,2024-07-03,Cancelled,3,SH2008,18-24
V11333,2024-09-01,Active,1,,55+
V11334,2024-09-01,Active,1,,25-34
V11335,2024-04-04,Cancelled,6,,18-24
V11336,2023-10-02,Cancelled,12,,35-44
V11337,2024-09-01,Active,1,,25-34
V11338,2022-10-02,Active,24,,25-34
V11339,2024-07-03,Active,3,,25-34
V11340,2021-10-02,Active,36,,35-44
V11341,2023-10-02,Active,12,,18-24
V11342,2024-07-03,Active,3,,35-44
V11343,2024-04-04,Active,6,,35-44
V11344,2022-10-02,Cancelled,24,,45-54
V11345,2024-07-03,Cancelled,3,,18-24
V11346,2023-10-02,Active,12,,45-54
V11347,2022-10-02,Active,24,,45-54
V11348,2024-09-01,Active,1,,25-34
V11349,2024-04-04,Cancelled,6,,45-54
V11350,2024-07-03,Cancelled,3,,18-24
V11351,2024-07-03,Active,3,,35-44
V11352,2024-07-03,Active,3,,25-34
V11353,2024-09-01,Active,1,,18-24
V11354,2024-04-04,Active,6,,35-44
V11355,2024-07-03,Cancelled,3,SH2021,45-54
V11356,2022-10-02,Active,24,,35-44
V11357,2023-10-02,Active,12,,25-34
V11358,2022-10-02,Active,24,,18-24
V11359,2023-10-02,Active,12,,45-54
V11360,2024-04-04,Active,6,,45-54
V11361,2024-04-04,Active,6,,35-44
V11362,2024-04-04,Active,6,,25-34
V11363,2022-10-02,Cancelled,24,SH2051,35-44
V11364,2024-04-04,Active,6,,55+
V11365,2024-09-01,Active,1,,18-24
V11366,2023-10-02,Active,12,,25-34
V11367,2024-09-01,Active,1,,45-54
V11368,2024-07-03,Active,3,,35-44
V11369,2022-10-02,Active,24,,55+
V11370,2024-04-04,Paused,6,,55+
V11371,2024-07-03,Active,3,,25-34
V11372,2024-04-04,Active,6,,25-34
V11373,2024-04-04,Active,6,,18-24
V11374,2024-04-04,Active,6,,25-34
V11375,2024-04-04,Active,6,,45-54
V11376,2024-04-04,Active,6,,25-34
V11377,2022-10-02,Cancelled,24,,45-54
V11378,2024-09-01,Active,1,,18-24
V11379,2022-10-02,Active,24,,35-44
V11380,2024-07-03,Cancelled,3,SH2050,25-34
V11381,2024-09-01,Active,1,,25-34
V11382,2024-07-03,Active,3,,55+
V11383,2022-10-02,Active,24,,25-34
V11384,2024-09-01,Active,1,,35-44
V11385,2022-10-02,Active,24,,18-24
V11386,2024-04-04,Active,6,,25-34
V11387,2023-10-02,Active,12,,18-24
V11388,2024-09-01,Paused,1,,25-34
V11389,2024-09-01,Active,1,,18-24
V11390,2024-04-04,Cancelled,6,,25-34
V11391,2023-10-02,Active,12,,45-54
V11392,2022-10-02,Active,24,,45-54
V11393,2024-04-04,Paused,6,,25-34
V11394,2021-10-02,Cancelled,36,,25-34
V11395,2021-10-02,Cancelled,36,,18-24
V11396,2024-07-03,Active,3,,25-34
V11397,2024-07-03,Cancelled,3,,25-34
V11398,2024-09-01,Active,1,,25-34
V11399,2024-07-03,Active,3,,25-34
V11400,2024-04-04,Active,6,,25-34
V11401,2024-04-04,Cancelled,6,,55+
V11402,2024-07-03,Active,3,,55+
V11403,2024-09-01,Active,1,,25-34
V11404,2024-07-03,Active,3,,45-54
V11405,2024-09-01,Active,1,,18-24
V11406,2024-09-01,Cancelled,1,,25-34
V11407,2024-04-04,Active,6,,55+
V11408,2024-07-03,Cancelled,3,,25-34
V11409,2024-09-01,Active,1,,45-54
V11410,2022-10-02,Cancelled,24,,45-54
V11411,2024-07-03,Active,3,,25-34
V11412,2024-04-04,Active,6,,35-44
V11413,2024-07-03,Active,3,,25-34
V11414,2024-07-03,Active,3,,45-54
V11415,2023-10-02,Active,12,,25-34
V11416,2024-04-04,Active,6,,25-34
V11417,2024-04-04,Active,6,,25-34
V11418,2021-10-02,Paused,36,,25-34
V11419,2024-09-01,Active,1,,25-34
V11420,2022-10-02,Active,24,,45-54
V11421,2024-09-01,Paused,1,,25-34
V11422,2023-10-02,Active,12,,35-44
V11423,2024-07-03,Active,3,,55+
V11424,2022-10-02,Cancelled,24,,35-44
V11425,2024-09-01,Active,1,,25-34
V11426,2023-10-02,Active,12,,18-24
V11427,2024-04-04,Cancelled,6,SH2009,25-34
V11428,2021-10-02,Active,36,,35-44
V11429,2022-10-02,Active,24,,35-44
V11430,2023-10-02,Active,12,,25-34
V11431,2024-04-04,Active,6,,25-34
V11432,2024-04-04,Active,6,,25-34
V11433,2024-04-04,Active,6,,35-44
V11434,2022-10-02,Active,24,,25-34
V11435,2024-09-01,Active,1,,35-44
V11436,2024-07-03,Active,3,,25-34
V11437,2022-10-02,Active,24,,25-34
V11438,2022-10-02,Active,24,,18-24
V11439,2024-04-04,Active,6,,35-44
V11440,2024-07-03,Active,3,,25-34
V11441,2024-09-01,Cancelled,1,,35-44
V11442,2024-04-04,Active,6,,45-54
V11443,2024-09-01,Active,1,,35-44
V11444,2024-04-04,Active,6,,18-24
V11445,2024-07-03,Active,3,,25-34
V11446,2022-10-02,Active,24,,25-34
V11447,2023-10-02,Active,12,,35-44
V11448,2022-10-02,Active,24,,55+
V11449,2024-04-04,Active,6,,25-34
V11450,2024-07-03,Active,3,,45-54
V11451,2022-10-02,Paused,24,,45-54
V11452,2023-10-02,Active,12,,35-44
V11453,2024-09-01,Active,1,,25-34
V11454,2024-09-01,Active,1,,25-34
V11455,2024-04-04,Active,6,,35-44
V11456,2024-04-04,Active,6,,25-34
V11457,2024-09-01,Active,1,,25-34
V11458,2024-09-01,Active,1,,18-24
V11459,2024-04-04,Active,6,,35-44
V11460,2022-10-02,Active,24,,55+
V11461,2024-04-04,Active,6,,35-44
V11462,2023-10-02,Active,12,,25-34
V11463,2024-09-01,Active,1,,25-34
V11464,2024-07-03,Active,3,,18-24
V11465,2023-10-02,Cancelled,12,,55+
V11466,2023-10-02,Cancelled,12,,25-34
V11467,2022-10-02,Active,24,,25-34
V11468,2024-07-03,Active,3,,45-54
V11469,2023-10-02,Active,12,,25-34
V11470,2024-04-04,Active,6,,25-34
V11471,2022-10-02,Active,24,,25-34
V11472,2023-10-02,Active,12,,45-54
V11473,2023-10-02,Cancelled,12,SH2005,18-24
V11474,2024-07-03,Active,3,,25-34
V11475,2024-04-04,Cancelled,6,,35-44
V11476,2021-10-02,Active,36,,55+
V11477,2024-04-04,Active,6,,18-24
V11478,2023-10-02,Active,12,,25-34
V11479,2024-04-04,Active,6,,35-44
V11480,2024-07-03,Active,3,,35-44
V11481,2021-10-02,Active,36,,55+
V11482,2023-10-02,Active,12,,25-34
V11483,2023-10-02,Active,12,,35-44
V11484,2024-04-04,Active,6,,25-34
V11485,2024-04-04,Active,6,,45-54
V11486,2024-07-03,Active,3,,25-34
V11487,2023-10-02,Active,12,,25-34
V11488,2024-04-04,Active,6,,55+
V11489,2022-10-02,Active,24,,25-34
V11490,2023-10-02,Active,12,,25-34
V11491,2024-07-03,Cancelled,3,,18-24
V11492,2023-10-02,Active,12,,18-24
V11493,2021-10-02,Active,36,,35-44
V11494,2024-07-03,Active,3,,25-34
V11495,2024-09-01,Active,1,,45-54
V11496,2024-07-03,Active,3,,35-44
V11497,2023-10-02,Active,12,,35-44
V11498,2024-09-01,Active,1,,18-24
V11499,2022-10-02,Active,24,,18-24
V11500,2024-04-04,Cancelled,6,,25-34
V11501,2024-09-01,Active,1,,35-44
V11502,2024-04-04,Active,6,,25-34
V11503,2024-09-01,Active,1,,18-24
V11504,2023-10-02,Paused,12,,55+
V11505,2022-10-02,Active,24,,35-44
V11506,2024-07-03,Active,3,,25-34
V11507,2024-04-04,Cancelled,6,,25-34
V11508,2022-10-02,Active,24,,25-34
V11509,2022-10-02,Active,24,,35-44
V11510,2024-07-03,Active,3,,45-54
V11511,2024-04-04,Active,6,,18-24
V11512,2024-09-01,Paused,1,,25-34
V11513,2023-10-02,Active,12,,35-44
V11514,2022-10-02,Active,24,,18-24
V11515,2024-04-04,Cancelled,6,,25-34
V11516,2023-10-02,Cancelled,12,SH2049,35-44
V11517,2022-10-02,Active,24,,35-44
V11518,2024-04-04,Active,6,,35-44
V11519,2024-07-03,Active,3,,25-34
V11520,2023-10-02,Cancelled,12,,55+
V11521,2024-07-03,Active,3,,45-54
V11522,2024-07-03,Paused,3,,25-34
V11523,2021-10-02,Cancelled,36,,45-54
V11524,2024-09-01,Active,1,,25-34
V11525,2024-09-01,Active,1,,25-34
V11526,2023-10-02,Active,12,,18-24
V11527,2021-10-02,Active,36,,25-34
V11528,2024-04-04,Cancelled,6,,18-24
V11529,2023-10-02,Active,12,,35-44
V11530,2022-10-02,Paused,24,,18-24
V11531,2024-07-03,Active,3,,25-34
V11532,2024-07-03,Active,3,,55+
V11533,2022-10-02,Active,24,,25-34
V11534,2024-04-04,Active,6,,35-44
V11535,2023-10-02,Cancelled,12,,35-44
V11536,2023-10-02,Active,12,,35-44
V11537,2024-04-04,Active,6,,25-34
V11538,2024-07-03,Cancelled,3,SH2000,25-34
V11539,2024-07-03,Active,3,,25-34
V11540,2024-09-01,Active,1,,45-54
V11541,2024-07-03,Active,3,,35-44
V11542,2024-04-04,Active,6,,25-34
V11543,2024-04-04,Active,6,,35-44
V11544,2023-10-02,Active,12,,25-34
V11545,2021-10-02,Active,36,,35-44
V11546,2022-10-02,Active,24,,35-44
V11547,2023-10-02,Cancelled,12,,25-34
V11548,2024-04-04,Paused,6,,35-44
V11549,2024-09-01,Cancelled,1,SH2054,25-34
V11550,2024-09-01,Active,1,,45-54
V11551,2024-07-03,Active,3,,18-24
V11552,2022-10-02,Active,24,,25-34
V11553,2024-04-04,Cancelled,6,,35-44
V11554,2024-07-03,Active,3,,35-44
V11555,2021-10-02,Active,36,,18-24
V11556,2024-09-01,Active,1,,45-54
V11557,2024-09-01,Active,1,,25-34
V11558,2024-09-01,Active,1,,25-34
V11559,2024-04-04,Active,6,,35-44
V11560,2024-09-01,Paused,1,,35-44
V11561,2023-10-02,Active,12,,18-24
V11562,2024-09-01,Active,1,,25-34
V11563,2022-10-02,Active,24,,25-34
V11564,2024-04-04,Active,6,,35-44
V11565,2024-04-04,Cancelled,6,SH2030,55+
V11566,2022-10-02,Cancelled,24,,25-34
V11567,2022-10-02,Paused,24,,35-44
V11568,2024-04-04,Active,6,,55+
V11569,2024-09-01,Active,1,,25-34
V11570,2024-07-03,Active,3,,55+
V11571,2024-09-01,Active,1,,18-24
V11572,2024-07-03,Active,3,,35-44
V11573,2024-07-03,Active,3,,18-24
V11574,2024-07-03,Paused,3,,55+
V11575,2024-07-03,Active,3,,55+
V11576,2024-09-01,Cancelled,1,SH2041,55+
V11577,2021-10-02,Active,36,,18-24
V11578,2024-07-03,Active,3,,35-44
V11579,2023-10-02,Paused,12,,25-34
V11580,2024-04-04,Active,6,,25-34
V11581,2024-07-03,Paused,3,,45-54
V11582,2024-04-04,Active,6,,25-34
V11583,2024-04-04,Active,6,,35-44
V11584,2021-10-02,Active,36,,25-34
V11585,2023-10-02,Active,12,,25-34
V11586,2024-07-03,Active,3,,45-54
V11587,2024-04-04,Cancelled,6,,35-44
V11588,2022-10-02,Active,24,,25-34
V11589,2024-04-04,Active,6,,18-24
V11590,2023-10-02,Active,12,,25-34
V11591,2021-10-02,Active,36,,45-54
V11592,2024-09-01,Active,1,,45-54
V11593,2024-04-04,Active,6,,25-34
V11594,2024-09-01,Active,1,,25-34
V11595,2022-10-02,Active,24,,55+
V11596,2021-10-02,Active,36,,25-34
V11597,2022-10-02,Paused,24,,25-34
V11598,2024-07-03,Active,3,,35-44
V11599,2024-07-03,Active,3,,18-24
V11600,2024-09-01,Active,1,,25-34
V11601,2024-07-03,Active,3,,25-34
V11602,2024-07-03,Active,3,,55+
V11603,2024-04-04,Active,6,,35-44
V11604,2021-10-02,Active,36,,35-44
V11605,2023-10-02,Active,12,,18-24
V11606,2023-10-02,Active,12,,35-44
V11607,2023-10-02,Active,12,,45-54
V11608,2024-09-01,Cancelled,1,SH2021,25-34
V11609,2023-10-02,Active,12,,18-24
V11610,2024-04-04,Active,6,,25-34
V11611,2022-10-02,Active,24,,35-44
V11612,2024-07-03,Cancelled,3,SH2012,35-44
V11613,2024-04-04,Active,6,,55+
V11614,2021-10-02,Cancelled,36,SH2053,25-34
V11615,2024-04-04,Active,6,,25-34
V11616,2024-09-01,Active,1,,18-24
V11617,2023-10-02,Active,12,,25-34
V11618,2023-10-02,Paused,12,,45-54
V11619,2024-07-03,Active,3,,45-54
V11620,2024-04-04,Active,6,,45-54
V11621,2022-10-02,Paused,24,,55+
V11622,2022-10-02,Active,24,,18-24
V11623,2024-04-04,Active,6,,25-34
V11624,2024-04-04,Active,6,,35-44
V11625,2024-09-01,Active,1,,35-44
V11626,2023-10-02,Active,12,,35-44
V11627,2023-10-02,Active,12,,18-24
V11628,2024-04-04,Active,6,,55+
V11629,2024-09-01,Active,1,,18-24
V11630,2024-04-04,Active,6,,25-34
V11631,2024-04-04,Active,6,,25-34
V11632,2023-10-02,Active,12,,45-54
V11633,2023-10-02,Active,12,,18-24
V11634,2024-04-04,Cancelled,6,,25-34
V11635,2024-07-03,Cancelled,3,,18-24
V11636,2024-04-04,Active,6,,25-34
V11637,2024-04-04,Paused,6,,25-34
V11638,2024-09-01,Active,1,,25-34
V11639,2024-04-04,Active,6,,25-34
V11640,2022-10-02,Active,24,,18-24
V11641,2023-10-02,Active,12,,25-34
V11642,2023-10-02,Active,12,,25-34
V11643,2022-10-02,Active,24,,25-34
V11644,2022-10-02,Paused,24,,25-34
V11645,2024-04-04,Active,6,,55+
V11646,2022-10-02,Active,24,,25-34
V11647,2024-04-04,Cancelled,6,,35-44
V11648,2021-10-02,Active,36,,25-34
V11649,2024-04-04,Active,6,,18-24
V11650,2024-09-01,Active,1,,45-54
V11651,2024-04-04,Active,6,,25-34
V11652,2023-10-02,Cancelled,12,SH2001,35-44
V11653,2022-10-02,Active,24,,25-34
V11654,2024-09-01,Active,1,,25-34
V11655,2022-10-02,Active,24,,25-34
V11656,2024-04-04,Active,6,,55+
V11657,2024-04-04,Active,6,,25-34
V11658,2023-10-02,Active,12,,35-44
V11659,2024-07-03,Active,3,,18-24
V11660,2023-10-02,Active,12,,35-44
V11661,2022-10-02,Cancelled,24,,25-34
V11662,2024-09-01,Active,1,,45-54
V11663,2024-07-03,Active,3,,45-54
V11664,2022-10-02,Active,24,,35-44
V11665,2024-07-03,Active,3,,55+
V11666,2022-10-02,Cancelled,24,,18-24
V11667,2024-04-04,Active,6,,35-44
V11668,2024-09-01,Cancelled,1,SH2019,35-44
V11669,2024-07-03,Active,3,,55+
V11670,2024-04-04,Active,6,,35-44
V11671,2024-09-01,Active,1,,55+
V11672,2024-04-04,Active,6,,55+
V11673,2021-10-02,Active,36,,25-34
V11674,2022-10-02,Active,24,,35-44
V11675,2022-10-02,Active,24,,25-34
V11676,2023-10-02,Active,12,,45-54
V11677,2023-10-02,Active,12,,35-44
V11678,2024-07-03,Active,3,,35-44
V11679,2024-07-03,Cancelled,3,,18-24
V11680,2022-10-02,Active,24,,25-34
V11681,2021-10-02,Active,36,,18-24
V11682,2024-04-04,Active,6,,55+
V11683,2024-07-03,Cancelled,3,SH2043,45-54
V11684,2024-09-01,Active,1,,18-24
V11685,2022-10-02,Paused,24,,25-34
V11686,2024-07-03,Cancelled,3,,25-34
V11687,2024-04-04,Active,6,,45-54
V11688,2024-04-04,Cancelled,6,SH2010,55+
V11689,2024-07-03,Active,3,,25-34
V11690,2024-04-04,Active,6,,55+
V11691,2024-07-03,Cancelled,3,,18-24
V11692,2022-10-02,Active,24,,55+
V11693,2024-04-04,Cancelled,6,,35-44
V11694,2024-07-03,Active,3,,18-24
V11695,2024-09-01,Active,1,,25-34
V11696,2023-10-02,Active,12,,18-24
V11697,2023-10-02,Active,12,,18-24
V11698,2024-07-03,Cancelled,3,,45-54
V11699,2023-10-02,Active,12,,35-44
V11700,2023-10-02,Active,12,,25-34
V11701,2024-09-01,Active,1,,45-54
V11702,2024-04-04,Cancelled,6,SH2051,55+
V11703,2024-09-01,Active,1,,35-44
V11704,2024-07-03,Active,3,,45-54
V11705,2024-07-03,Active,3,,45-54
V11706,2022-10-02,Active,24,,25-34
V11707,2024-07-03,Active,3,,35-44
V11708,2024-09-01,Active,1,,55+
V11709,2021-10-02,Active,36,,35-44
V11710,2024-04-04,Cancelled,6,SH2049,25-34
V11711,2023-10-02,Active,12,,35-44
V11712,2024-09-01,Active,1,,35-44
V11713,2024-09-01,Cancelled,1,,25-34
V11714,2024-04-04,Active,6,,18-24
V11715,2024-09-01,Cancelled,1,,25-34
V11716,2021-10-02,Active,36,,25-34
V11717,2023-10-02,Paused,12,,55+
V11718,2024-04-04,Cancelled,6,,18-24
V11719,2021-10-02,Active,36,,25-34
V11720,2024-09-01,Active,1,,45-54
V11721,2024-04-04,Active,6,,25-34
V11722,2021-10-02,Active,36,,25-34
V11723,2024-07-03,Paused,3,,45-54
V11724,2024-07-03,Active,3,,18-24
V11725,2024-09-01,Active,1,,55+
V11726,2024-04-04,Cancelled,6,,25-34
V11727,2023-10-02,Active,12,,25-34
V11728,2023-10-02,Active,12,,25-34
V11729,2024-04-04,Paused,6,,25-34
V11730,2022-10-02,Active,24,,45-54
V11731,2024-04-04,Cancelled,6,,25-34
V11732,2023-10-02,Active,12,,18-24
V11733,2024-09-01,Active,1,,45-54
V11734,2024-07-03,Active,3,,35-44
V11735,2024-07-03,Active,3,,25-34
V11736,2021-10-02,Cancelled,36,,45-54
V11737,2023-10-02,Active,12,,18-24
V11738,2024-09-01,Active,1,,25-34
V11739,2024-04-04,Active,6,,25-34
V11740,2023-10-02,Active,12,,35-44
V11741,2024-07-03,Cancelled,3,SH2004,35-44
V11742,2024-04-04,Active,6,,35-44
V11743,2024-04-04,Active,6,,18-24
V11744,2024-04-04,Active,6,,35-44
V11745,2024-09-01,Cancelled,1,,35-44
V11746,2024-04-04,Active,6,,25-34
V11747,2022-10-02,Cancelled,24,,18-24
V11748,2023-10-02,Active,12,,18-24
V11749,2024-07-03,Active,3,,45-54
V11750,2024-04-04,Active,6,,55+
V11751,2023-10-02,Cancelled,12,SH2024,25-34
V11752,2023-10-02,Active,12,,45-54
V11753,2024-07-03,Active,3,,25-34
V11754,2022-10-02,Active,24,,25-34
V11755,2024-04-04,Active,6,,55+
V11756,2023-10-02,Active,12,,35-44
V11757,2024-09-01,Paused,1,,25-34
V11758,2023-10-02,Active,12,,35-44
V11759,2023-10-02,Active,12,,35-44
V11760,2022-10-02,Active,24,,25-34
V11761,2024-07-03,Paused,3,,25-34
V11762,2023-10-02,Active,12,,25-34
V11763,2024-07-03,Active,3,,25-34
V11764,2024-07-03,Active,3,,45-54
V11765,2021-10-02,Active,36,,25-34
V11766,2024-09-01,Active,1,,45-54
V11767,2024-09-01,Active,1,,45-54
V11768,2023-10-02,Active,12,,35-44
V11769,2024-07-03,Active,3,,45-54
V11770,2022-10-02,Active,24,,55+
V11771,2024-04-04,Cancelled,6,,25-34
V11772,2022-10-02,Active,24,,55+
V11773,2022-10-02,Cancelled,24,,25-34
V11774,2022-10-02,Active,24,,55+
V11775,2024-09-01,Active,1,,35-44
V11776,2024-04-04,Active,6,,18-24
V11777,2021-10-02,Active,36,,18-24
V11778,2024-09-01,Active,1,,55+
V11779,2023-10-02,Cancelled,12,,18-24
V11780,2024-04-04,Active,6,,18-24
V11781,2023-10-02,Active,12,,45-54
V11782,2024-04-04,Active,6,,35-44
V11783,2024-07-03,Cancelled,3,SH2050,35-44
V11784,2023-10-02,Cancelled,12,SH2056,35-44
V11785,2022-10-02,Cancelled,24,,55+
V11786,2024-04-04,Cancelled,6,,18-24
V11787,2024-04-04,Active,6,,25-34
V11788,2022-10-02,Cancelled,24,SH2023,18-24
V11789,2024-09-01,Active,1,,18-24
V11790,2024-09-01,Active,1,,55+
V11791,2022-10-02,Active,24,,18-24
V11792,2024-07-03,Active,3,,45-54
V11793,2022-10-02,Active,24,,25-34
V11794,2024-09-01,Active,1,,25-34
V11795,2024-09-01,Active,1,,45-54
V11796,2024-04-04,Active,6,,25-34
V11797,2024-04-04,Active,6,,25-34
V11798,2024-04-04,Active,6,,45-54
V11799,2024-07-03,Cancelled,3,SH2039,25-34
V11800,2024-04-04,Active,6,,25-34
V11801,2024-04-04,Active,6,,45-54
V11802,2024-04-04,Active,6,,18-24
V11803,2024-07-03,Cancelled,3,SH2029,25-34
V11804,2024-07-03,Active,3,,25-34
V11805,2024-04-04,Active,6,,25-34
V11806,2024-04-04,Paused,6,,25-34
V11807,2024-07-03,Active,3,,25-34
V11808,2023-10-02,Active,12,,35-44
V11809,2024-09-01,Active,1,,45-54
V11810,2024-07-03,Active,3,,25-34
V11811,2023-10-02,Active,12,,45-54
V11812,2024-07-03,Cancelled,3,,25-34
V11813,2024-07-03,Cancelled,3,SH2039,18-24
V11814,2024-07-03,Active,3,,18-24
V11815,2024-04-04,Active,6,,25-34
V11816,2024-09-01,Active,1,,55+
V11817,2024-04-04,Active,6,,18-24
V11818,2023-10-02,Active,12,,25-34
V11819,2024-09-01,Active,1,,45-54
V11820,2022-10-02,Active,24,,35-44
V11821,2024-09-01,Active,1,,35-44
V11822,2024-07-03,Cancelled,3,,25-34
V11823,2023-10-02,Active,12,,35-44
V11824,2024-09-01,Cancelled,1,,35-44
V11825,2021-10-02,Active,36,,18-24
V11826,2023-10-02,Active,12,,18-24
V11827,2024-04-04,Paused,6,,25-34
V11828,2023-10-02,Active,12,,35-44
V11829,2024-04-04,Active,6,,25-34
V11830,2023-10-02,Paused,12,,35-44
V11831,2024-04-04,Cancelled,6,,18-24
V11832,2022-10-02,Active,24,,25-34
V11833,2024-07-03,Active,3,,35-44
V11834,2024-07-03,Active,3,,25-34
V11835,2024-04-04,Active,6,,45-54
V11836,2024-09-01,Cancelled,1,,35-44
V11837,2023-10-02,Active,12,,25-34
V11838,2024-09-01,Active,1,,25-34
V11839,2024-09-01,Active,1,,18-24
V11840,2024-07-03,Active,3,,18-24
V11841,2024-07-03,Paused,3,,18-24
V11842,2023-10-02,Active,12,,55+
V11843,2024-09-01,Paused,1,,35-44
V11844,2024-09-01,Cancelled,1,SH2051,35-44
V11845,2022-10-02,Active,24,,25-34
V11846,2024-04-04,Active,6,,25-34
V11847,2024-09-01,Active,1,,25-34
V11848,2023-10-02,Cancelled,12,,25-34
V11849,2024-04-04,Active,6,,45-54
V11850,2023-10-02,Active,12,,25-34
V11851,2024-09-01,Active,1,,18-24
V11852,2021-10-02,Cancelled,36,,25-34
V11853,2022-10-02,Active,24,,25-34
V11854,2024-04-04,Cancelled,6,,35-44
V11855,2022-10-02,Cancelled,24,SH2041,55+
V11856,2023-10-02,Active,12,,25-34
V11857,2024-07-03,Active,3,,18-24
V11858,2024-09-01,Active,1,,45-54
V11859,2024-07-03,Active,3,,18-24
V11860,2024-04-04,Active,6,,55+
V11861,2023-10-02,Paused,12,,45-54
V11862,2024-04-04,Active,6,,25-34
V11863,2024-04-04,Cancelled,6,,18-24
V11864,2024-07-03,Cancelled,3,,55+
V11865,2023-10-02,Active,12,,45-54
V11866,2021-10-02,Cancelled,36,,35-44
V11867,2022-10-02,Active,24,,45-54
V11868,2024-04-04,Active,6,,25-34
V11869,2024-04-04,Active,6,,18-24
V11870,2024-04-04,Active,6,,25-34
V11871,2023-10-02,Paused,12,,35-44
V11872,2021-10-02,Active,36,,25-34
V11873,2023-10-02,Active,12,,25-34
V11874,2024-09-01,Active,1,,18-24
V11875,2023-10-02,Active,12,,35-44
V11876,2024-04-04,Active,6,,25-34
V11877,2023-10-02,Cancelled,12,,45-54
V11878,2023-10-02,Active,12,,25-34
V11879,2024-07-03,Active,3,,25-34
V11880,2024-09-01,Active,1,,35-44
V11881,2024-04-04,Active,6,,25-34
V11882,2024-04-04,Active,6,,25-34
V11883,2023-10-02,Cancelled,12,,25-34
V11884,2024-04-04,Active,6,,25-34
V11885,2024-09-01,Active,1,,25-34
V11886,2023-10-02,Cancelled,12,SH2051,35-44
V11887,2023-10-02,Cancelled,12,SH2021,25-34
V11888,2024-04-04,Active,6,,25-34
V11889,2021-10-02,Active,36,,18-24
V11890,2024-09-01,Cancelled,1,,25-34
V11891,2021-10-02,Cancelled,36,SH2024,25-34
V11892,2024-04-04,Active,6,,25-34
V11893,2024-04-04,Active,6,,25-34
V11894,2024-07-03,Active,3,,45-54
V11895,2023-10-02,Active,12,,55+
V11896,2022-10-02,Active,24,,18-24
V11897,2023-10-02,Cancelled,12,,55+
V11898,2023-10-02,Active,12,,18-24
V11899,2024-07-03,Active,3,,35-44
V11900,2024-04-04,Active,6,,25-34
V11901,2024-04-04,Active,6,,25-34
V11902,2023-10-02,Active,12,,55+
V11903,2024-07-03,Active,3,,25-34
V11904,2024-04-04,Cancelled,6,,35-44
V11905,2024-07-03,Cancelled,3,,18-24
V11906,2024-07-03,Active,3,,35-44
V11907,2022-10-02,Active,24,,25-34
V11908,2022-10-02,Active,24,,25-34
V11909,2024-04-04,Active,6,,55+
V11910,2023-10-02,Active,12,,55+
V11911,2024-04-04,Active,6,,25-34
V11912,2024-04-04,Active,6,,55+
V11913,2023-10-02,Active,12,,35-44
V11914,2023-10-02,Cancelled,12,,45-54
V11915,2023-10-02,Active,12,,35-44
V11916,2024-09-01,Active,1,,35-44
V11917,2024-07-03,Active,3,,35-44
V11918,2024-09-01,Active,1,,35-44
V11919,2021-10-02,Active,36,,18-24
V11920,2024-04-04,Cancelled,6,,55+
V11921,2024-07-03,Cancelled,3,,25-34
V11922,2024-04-04,Active,6,,25-34
